comment,star
我為之前的好評而慚愧。這是第三次來這家店，第一張圖之所以發佈了一張服務員的照片，是因為她好爽張揚的性格。排號A027 來過這的小夥伴都知道，水遊城這邊整個四層都是漢巴味德場地，等坐的人很多，都是隨機找個座位排號，從門口裝飾的輪舵走到大門口，雖然是平層，慢慢走來也差不多要個20-30步，服務員喊道27號的時候我們起身走過，到門口她就喊了28號，我拿著票號，看到她給的一臉無奈，並大聲吼我們 說：“姐姐！我剛剛喊了2遍27號你怎麼不來！”……我是顧客 我走路慢我錯了然後進場了…已經沒有曾經乾淨整潔的面貌了，空氣特別不好，陳舊酸腐的味道。並且還要在裡面耐心等待一段時間…又來了一個小姐姐，說了一句什麼沒聽清，她往前走了五步左右 突然回頭大吼，“27號你們還吃不吃啊！”……我又一次被雷倒了…對不起對不起，我耳朵不太好 實在沒聽清您剛說叫我們跟您走。哦對了…現在的價格，由曾經的每人68元上調至每人73元。自釀啤酒12元一紮，味道比較苦，每次能和一升啤酒的男朋友，喝到一半就放下了酒杯。至於服務的兩顆星 就給那些 切肉串的小哥兒~他們倒是兢兢業業 給五顆也不虧。倒是要說說 門口領位的小朋友們，你們家老闆欠你們錢嗎。欠你們錢的話可以去和老闆打架，集體罷工，知道你們很累，一站一整天，但你們別拿顧客的支持和仁慈 當成你們發洩的出口。唉…以後都不吃自助餐了。,2
今天和同事們中午一起去吃的，之前去過兩次拿號都沒吃上因為不管週末還是平日人都是很多很多人，今天中午也等了快30分鐘，不過吃到第一個菜的時候就覺得等待還是值得的，最喜歡媽媽菜的大拉皮，簡直就是老東北飯館的味道，真心不錯，菜量也超級大，其次就是鍋包肉也是超級棒這個棒叫做手藝不錯，貨真價實，真心是脆脆甜甜沒口都是外焦裡嫩的肉肉，不像現在那種別的餐館吃到的大片面糊外加肉裡面黏黏噁心那種，不錯真心以後可以再來光顧,5
價格和菜就是這些  精品推薦的都還可以  上菜速度快  味道總體來說偏甜 清淡菜量也不算小 吃個新鮮了 幸虧用了抽到的代金券 省去200塊  不然感覺不太值  有些菜會被臨時告知沒有  不過 好在服務貼心  嘗試新鮮的可以來一回,4
很實惠的一家店，朋友多去比較好，他家菜量很大，另外不是輕易能吃到，排隊是必須的,4
用美團的到那告訴不能用，可我團時可是看好日期的，沒有限制啊，結果一諮詢美團客服被告知是商家在27日自己改的，你早幹嘛去了，要是不讓用你別出團購啊。結果團的大眾點評才叫進，商家無德！,1
蛋撻完美 親砸瑪喜達 總之就是來對了,5
還可以吧，沒有以前便宜啦，可能是生意太好啦吧！,4
口味佳，菜品好，適合帶孩子一起去吃。就是地處鬧市，恆隆太大了，容易轉暈！,4
好吃！頭一次吃自助進包間 肉肉都是送進來的 自助餐有豬蹄 哈哈哈哈 吃了5 6個 還有棉花糖 軟糖 總之超級好 以後還會來！,5
西餐怎麼也得講究點上菜順序吧！先上個紅燒肉，然後是甜品，再然後是沙拉和湯，主菜等了45分鐘居然自動給我取消了,2
除了上菜太慢，其他的都還好，味道一般,4
菜的味道很好，就是人太多  平日晚一點去可選的菜就很少,5
菜的種類不多，大悅城的價位比其他店貴，娜娜要把自己做死的節奏啊，服務員的態度也不好，愛答不理的，要杯水能等半個小時，也不知道這傢俬房菜火在哪裡,1
我們五人一起去吃，吃完了三個去醫院了，診斷為細菌性腸胃炎，東西太髒大家一定不要去了,1
味道真的不錯，不枉費等了這麼長時間，但是等的時間真的太長，自制豆腐，外皮很脆，豆腐做得很嫩，沒有過很多的澱粉     疙瘩湯，是那種小粒的疙瘩，很好喝，裡面還有一些小的碎扇貝，小豆涼糕也很好吃，不是很甜，乾酪魚每桌必點，有點像杏仁豆腐味的雙皮奶，在等位的過程中，可以拿取號條換雞蛋，亂七八糟的醬堆在一起竟然不難吃，唯一的缺點就是人太多了，太多了。。。關鍵是裡面店面不是很大，所以顯得人很多~,5
很不錯的自助 東西很全 也很新鮮,5
不錯，不錯！環境很好，壽司很好吃，冰淇淋可以自己擠在圓筒裡，也可以加在熱巧克力裡，熱巧克力是雀巢美祿，看見服務員往裡加了一整袋，還有棉花糖，太開心了，孩子只花25元！喜歡這！,5
想吃肉太慢了，想吃海鮮卻沒有，服務也不怎麼樣,1
自助裡的超級自助！便宜啊！沒時間去啊,5
味道的確不錯，就是有點貴！環境還可以，服務員客人人多時有點亂。,2
不太值，有點貴，人相當多，菜品也不值這個價,4
味道太甜，上菜太慢。。。。。。。。,2
吃過很多次，每次去都是人山人海，建議大家公休日下午3點去，基本不排隊！菜的味道還行，菜量一般。價位相對質量來書不便宜。,4
和朋友吃飯，首選娜娜家!以前總在一店吃，但是大悅城這家環境更好，手機點單挺方便的。,5
家人們都覺得很好吃 我覺得還行吧,5
挺不錯的，位置有點隱秘，找了好久，口味很棒,4
首先 我很客觀的評價 吃的東西還是可以的 環境也還好 但是 但是 但是 服務態度真的是太差了 太差了 不是一般的差 我們是六個人 其中有一個孕婦 我們拿了一個七人號 為的就是孕婦不至於太擠 這也是人之常情吧 但是到了我們的號了 前臺叫號的服務員不讓我們進 說我們必須要交7個人的錢 才能進 前臺叫號的服務員還動手打人 口出惡言 真的是沒見過服務行業是這樣的 沒有一點服務意識 態度惡略  真的是店大欺客了 到號不讓進 就讓我們等著 真的是不能理解,1
比較嘈雜的環境，菜品不少，但吃一點就飽，菜再新鮮點就好了。,4
鹹，鍋包肉太難吃，其他的一般，真不值得排隊啊,2
菜不貴，排隊的人很多。服務員誤導，菜量很大還使勁讓我們點，問他是不是有點多，他說三個人點十個菜的都有。大拉皮，沒傳說中的好吃，但也不錯，量很大。京醬肉絲，味道不錯，但不是豆腐皮包，肉不多。金牌蟶子，量不大，味道不多。擺盤很精緻。酸辣土豆絲，中規中矩，挺好吃。餅奶香味很足，不錯。,4
***的餐廳，下午3:40拿號前邊有小桌27個排隊的（肯定有不少拿完號不等的）事先問了服務員開始叫號後能不能有桌 回答說一共有46張小桌肯定沒問題 結果耗到4:10分才叫好 那叫一個墨跡 看著裡面一堆空桌就是不叫號 還一個勁的發號 結果就是一堆空桌不讓人進外面全是人 美其名曰服務員少忙不過來 請問你讓顧客進店裡坐著慢慢點菜能怎麼著 那個顧客是進來坐下就點菜的 不都得看看菜單商量商量嗎 就是想外面排隊等著的人多 顯得你們家生意好嗎,1
味道還可以吧，分量也很大，排了將近兩個小時才吃上的，人太多了，也可能因為餓的不行，覺得味道挺好吃的,4
津菜，和雞肉有關的菜太多了～味道偏甜，菜沒有啥難度感覺自己在家就能做出來。菜單上的菜名都挺有新意的～,5
網紅餐廳，菜品味道真的不過關，沒有一試的必要,2
不錯 老婆和孩子很喜歡吃 環境很好,5
上菜速度超快，味道不錯，人有點多。,5
東西不行，還排隊？真新鮮！下回不去了，沒勁！,1
真心不好吃啊，吃自助餐沒吃飽的感覺也是醉了……有點兒像以前的金漢斯，沒啥特色，配菜飲料尤其不好吃，哎，真心很一般很一般,2
吃出跟頭髮來。跟男朋友去的排號，點菜，等菜好了上來了點的大家都點的 奶香手抓餅，口味偏甜對於我這不愛吃甜的人都剩下了，鮑魚撈飯，鮑魚沒有味道口感還行，金牌烤蟶子這道菜真的很好吃很好吃！！！但是我吃出了一根頭髮我把肉夾出來看到底下一條黑線我還以為蟶子殼壞了，用筷子播了下一看是頭髮現在想起來都噁心。隨手叫了個服務員看完了給退了沒心情吃了。最後結賬的時候沒給我退收銀把給我點菜的女的叫來她說她不知道我就 呵呵了你本職工作是做什麼的，退個菜你都不知道收銀臺退菜本上都寫著我手裡都有照片。最後不情願給我退了，以後不會考慮再來吃飯了,2
以前總去，今年第一次去感覺換廚師了，不好吃，再也不會去了,2
沒存圖片 點了花椰菜 牙籤肉 贈了酸奶 看了半天菜單真的點不出來什麼呢 都是天津菜 只是起了很有意思的名字而已,2
從排隊到吃飯，等了3個小時，味道沒有想象中的好吃，上一個菜等1個小時，也真的醉了，最後孩子都沒怎麼吃！,1
很不錯的地方，就是有點甜，偶爾去還可以,5
非常不愉快的用餐體驗，以後不來了,1
吃的還可以，就是排隊太久了！而且不限時，要等到什麼時候！,5
最喜歡吃這的排骨了，這次新嘗試了一下醬油炒飯，也很好,5
中午11點半到那的，排了34個號…等了一個多小時，不到1點進去的…可能是剛裝修，還沒有菜單，需要用手機淘寶自己點菜…那個小罐子的甜點挺好的，還限量…華夫餅味道也不錯～感覺沒什麼正餐，甜點偏多…口味一般吧…價格略貴…,5
不知道一家西餐廳為什麼要放這麼勁爆的音樂，是不是領導覺得這樣比較嗨啊！！！,2
一直減肥，今天沒hold住，和閨蜜眼大肚子小了，週末的娜娜家人不像以前那麼排大長隊，用餐環境好了許多，每次必點的奶酪罐子依舊炒雞好吃，這次特別推薦三文魚牛油果海鮮沙拉，料足味道佳，性價比超高 煙花妓女和雞肉蘑菇面也hin贊,5
花掉1千多居然還要受氣，服務態度特別差，單間要收取額外服務費，又說不出這個服務費到底服務什麼？必須告之有關部門進行查詢。用了好多年大眾，從未給過誰差評。只因服務員的服務好差。,2
味道也沒覺得有多特別，服務態度特別差…不會再來了,1
今天帶著老爸老媽和孩子們來這。為避免等座之苦，特意選在週四中午時段來，11點進來，果然很清靜人不多。奶酪罐子每桌只能點一份，還不夠倆孩子搶的呢。真是搶食好吃呀！芒果千層蛋糕有點膩，口味一般，雲朵藍沙沙冰上面雲朵是白棉花糖與打發奶油混合物，下面是檸檬味沙冰，柯布彩虹沙拉還是性價比較高的菜品，意大利奶酪肉醬面是唯一不辣的意麵，其他意麵都有些辣，不能食辣的小朋友遺憾啦，只能點這個。總之，這裡還是年輕人的天下，不符合老年人消費觀與口味，吃多了就膩。,4
真心不明白為毛會在點評網上排第一，真是夠了，吃完出來就感覺肚子不舒服，回來就拉了，魔鬼天使奶茶，本來去之前超想帶回來的，喝完真的夠了，看都不想再看他了！神坑的一次，這個大眾點評第一真的棒棒的！,2
上菜挺快，菜量很大，比較實惠，拉皮偏甜，烤茄子和燻排骨不錯，鍋包肉白醋放太多了吧，齁酸，聞都聞不了，環境挺好，桌與桌之間有些距離，不算太吵鬧，希望下次去時能趕上正常點的鍋包肉。,4
不如以前好吃了環境也不如以前了。沙發不乾淨 菜品味道不覺得好 酸奶還不錯 奶茶也不如從前了,2
這家店環境不錯，東西有點小貴，去晚了，飯都沒有了，推薦它家的蛋糕，而且點餐還是用手機點餐，在別的地方沒見過，它家的菜看著量挺小的，其實吃著還是挺飽的。,4
對排隊印象深刻，最好先用手機排上號～,4
羊排等的時間最久最外側的三小塊和主體是分開的還是冰涼的 特別鹹應該也是肉 不知道這是怎麼回事羊排本身也不是很熱 溫涼涼的和服務員反應她們只反覆強調羊排肯定是現烤的卻說不出所以然來因為最近有忌口的詢問食材配料也是不知道…三杯雞擺盤…真是不懂其他菜色還是熟悉的味道看來以後還是隻能點常吃的那幾樣了～,4
